fecha_hora,locacion_id,personal_id,turno_id
2024-11-07 15:31:44,99,912,270
2024-11-07 15:00:16,33,840,93
2024-11-07 18:01:30,84,662,152
2024-11-07 07:09:41,118,252,154
2024-11-07 15:04:54,49,1491,188
2024-11-07 15:12:14,117,92,223
2024-11-07 11:49:21,53,914,196
2024-11-07 12:42:46,56,1004,139
2024-11-07 08:29:08,62,179,155
2024-11-07 15:50:36,112,588,36
2024-11-07 11:24:32,112,516,238
2024-11-07 13:39:12,18,665,39
2024-11-07 18:53:02,53,1301,170
2024-11-07 07:02:18,124,1177,50
2024-11-07 08:15:10,116,1380,263
2024-11-07 18:32:42,107,813,80
2024-11-07 09:50:16,96,104,172
2024-11-07 17:04:16,63,385,222
2024-11-07 17:14:10,109,582,193
2024-11-07 09:52:03,21,226,180
2024-11-07 08:51:20,94,1093,11
2024-11-07 16:44:46,106,1191,197
2024-11-07 14:14:04,110,726,97
2024-11-07 15:08:52,99,1129,156
2024-11-07 14:37:08,83,66,6
2024-11-07 18:57:08,62,716,241
2024-11-07 09:02:03,119,357,234
2024-11-07 14:05:35,34,301,36
2024-11-07 08:18:41,112,1470,23
2024-11-07 09:29:06,27,874,166
2024-11-07 15:28:41,79,1264,56
2024-11-07 07:31:57,36,512,178
2024-11-07 18:42:25,31,534,140
2024-11-07 14:01:55,19,1189,6
2024-11-07 09:44:18,98,161,209
2024-11-07 15:11:38,68,126,155
2024-11-07 11:02:13,48,560,135
2024-11-07 09:33:10,56,229,38
2024-11-07 11:48:09,99,1400,32
2024-11-07 13:38:13,125,838,184
2024-11-07 07:21:27,38,1283,117
2024-11-07 17:22:51,69,788,105
2024-11-07 09:30:39,51,180,259
2024-11-07 07:34:23,32,1400,122
2024-11-07 10:25:26,76,1293,40
2024-11-07 16:42:46,22,69,173
2024-11-07 07:35:02,20,511,231
2024-11-07 15:34:18,76,1195,277
2024-11-07 09:14:39,109,309,167
2024-11-07 16:29:13,30,1394,77
2024-11-07 09:40:36,121,1129,101
2024-11-07 12:53:50,118,205,43
2024-11-07 17:01:52,40,1407,261
2024-11-07 17:38:14,47,515,171
2024-11-07 15:17:46,29,1285,218
2024-11-07 17:06:39,21,462,20
2024-11-07 09:26:57,125,1309,92
2024-11-07 14:39:36,120,55,25
2024-11-07 10:01:32,120,220,252
2024-11-07 17:29:51,79,1123,222
2024-11-07 08:32:33,79,1490,166
2024-11-07 11:05:17,110,507,249
2024-11-07 13:02:21,88,456,119
2024-11-07 12:34:14,54,251,276
2024-11-07 17:43:13,54,755,159
2024-11-07 17:37:19,30,607,231
2024-11-07 07:12:51,25,52,189
2024-11-07 17:24:00,112,737,279
2024-11-07 09:30:41,88,139,132
2024-11-07 17:15:29,109,1475,68
2024-11-07 16:00:33,121,711,254
2024-11-07 15:46:33,94,248,93
2024-11-07 10:31:48,23,1374,140
2024-11-07 13:40:06,113,1090,201
2024-11-07 10:33:27,64,449,130
2024-11-07 13:02:39,115,30,51
2024-11-07 13:57:01,71,780,133
2024-11-07 18:10:27,75,904,110
2024-11-07 12:09:50,59,530,85
2024-11-07 14:54:18,124,810,123
2024-11-07 08:37:53,85,1453,1
2024-11-07 17:21:22,122,1242,226
2024-11-07 16:07:46,51,1294,61
2024-11-07 08:18:47,125,1015,41
2024-11-07 12:03:05,74,763,173
2024-11-07 09:44:24,35,969,5
2024-11-07 08:40:26,53,96,88
2024-11-07 15:29:08,96,1192,68
2024-11-07 09:02:28,111,1164,227
2024-11-07 18:31:27,30,778,246
2024-11-07 17:41:13,98,447,98
2024-11-07 13:11:00,69,1008,174
2024-11-07 08:21:11,79,1133,121
2024-11-07 09:22:27,23,239,109
2024-11-07 10:26:14,49,1158,110
2024-11-07 14:58:35,102,1158,18
2024-11-07 08:15:00,105,978,193
2024-11-07 16:28:26,65,831,222
2024-11-07 15:40:38,48,1348,79
2024-11-07 07:41:21,46,347,83
2024-11-07 13:00:23,43,1105,155
2024-11-07 07:09:58,87,263,204
2024-11-07 11:58:42,100,1036,206
2024-11-07 16:08:03,99,854,22
2024-11-07 13:18:34,55,311,119
2024-11-07 11:26:48,97,1247,207
2024-11-07 16:42:08,63,1418,40
2024-11-07 17:38:20,101,164,124
2024-11-07 10:20:06,20,704,6
2024-11-07 09:50:01,121,346,164
2024-11-07 18:41:02,28,1357,277
2024-11-07 11:41:10,36,282,280
2024-11-07 08:12:03,87,755,30
2024-11-07 15:09:35,18,919,68
2024-11-07 11:04:20,119,864,171
2024-11-07 10:09:22,72,1011,92
2024-11-07 14:41:23,54,1488,26
2024-11-07 07:21:19,64,772,211
2024-11-07 17:42:16,76,1113,256
2024-11-07 17:09:15,51,34,167
2024-11-07 14:11:59,58,408,97
2024-11-07 17:37:01,97,147,151
2024-11-07 07:35:10,95,1338,226
2024-11-07 12:10:32,97,753,245
2024-11-07 10:20:38,123,232,177
2024-11-07 09:13:18,112,133,278
2024-11-07 15:31:30,93,1000,114
2024-11-07 14:34:40,81,1467,95
2024-11-07 15:25:18,115,866,131
2024-11-07 10:22:35,101,1287,142
2024-11-07 12:46:54,45,637,116
2024-11-07 11:31:47,75,1435,253
2024-11-07 07:25:03,100,575,206
2024-11-07 13:22:30,89,49,118
2024-11-07 15:36:21,52,1258,231
2024-11-07 12:23:41,117,1299,280
2024-11-07 18:26:20,108,614,247
2024-11-07 14:33:19,81,1267,261
2024-11-07 12:23:37,85,105,139
2024-11-07 07:27:38,106,915,204
2024-11-07 13:30:45,93,1343,78
2024-11-07 17:21:57,67,822,24
2024-11-07 14:47:11,36,102,129
2024-11-07 16:50:45,118,1106,201
2024-11-07 18:19:03,117,656,97
2024-11-07 12:39:36,108,203,121
2024-11-07 10:56:21,74,198,46
2024-11-07 18:51:25,123,547,245
2024-11-07 13:10:44,103,1428,90
2024-11-07 16:06:03,22,915,134
2024-11-07 07:11:01,59,988,43
2024-11-07 11:23:20,116,617,279
2024-11-07 17:28:58,106,1239,225
2024-11-07 12:40:11,81,1395,238
2024-11-07 15:47:45,17,351,234
2024-11-07 07:58:46,53,14,79
2024-11-07 13:50:01,121,1475,145
2024-11-07 16:33:21,36,625,152
2024-11-07 17:19:05,110,1023,138
2024-11-07 08:16:49,82,89,233
2024-11-07 18:17:24,28,344,148
2024-11-07 13:17:30,53,477,36
2024-11-07 18:37:28,44,490,69
2024-11-07 15:37:21,29,1235,111
2024-11-07 13:56:20,98,783,236
2024-11-07 09:49:48,51,907,10
2024-11-07 15:17:09,19,1017,265
2024-11-07 16:02:14,106,619,218
2024-11-07 17:41:01,120,1467,112
2024-11-07 08:57:41,59,618,176
2024-11-07 16:43:15,101,796,7
2024-11-07 11:38:00,106,1179,207
2024-11-07 07:35:22,45,256,120
2024-11-07 07:20:46,76,974,116
2024-11-07 11:12:31,100,1321,69
2024-11-07 18:23:18,107,744,273
2024-11-07 07:03:23,26,266,200
2024-11-07 17:00:28,31,691,82
2024-11-07 18:49:43,34,241,186
2024-11-07 13:07:34,36,160,13
2024-11-07 17:48:45,94,731,31
2024-11-07 16:04:05,71,755,9
2024-11-07 07:30:47,72,948,61
2024-11-07 10:11:56,114,1496,178
2024-11-07 17:38:33,83,1086,183
2024-11-07 14:52:50,81,172,268
2024-11-07 16:14:38,70,1444,241
2024-11-07 12:28:44,47,1365,195
2024-11-07 18:30:35,74,1076,263
2024-11-07 09:32:48,64,1358,145
2024-11-07 17:12:30,76,597,277
2024-11-07 16:57:27,17,1361,29
2024-11-07 13:17:13,97,1240,177
2024-11-07 12:19:11,61,59,5
2024-11-07 16:36:16,40,525,246
2024-11-07 09:05:27,70,837,136
2024-11-07 18:25:30,86,1395,74
2024-11-07 18:10:13,85,492,146
2024-11-07 12:14:34,82,498,170
2024-11-07 16:41:57,83,1173,94
2024-11-07 13:31:23,109,992,26
2024-11-07 15:38:23,123,93,211
2024-11-07 18:16:13,71,742,209
2024-11-07 14:13:13,51,1265,98
2024-11-07 09:44:31,77,1200,169
2024-11-07 10:10:27,115,787,190
2024-11-07 17:59:45,39,568,112
2024-11-07 16:16:46,124,1026,88
2024-11-07 14:16:48,124,583,84
2024-11-07 18:07:32,43,465,38
2024-11-07 11:41:36,37,541,245
2024-11-07 11:11:58,79,899,244
2024-11-07 16:54:48,59,506,201
2024-11-07 15:22:01,68,748,45
2024-11-07 14:25:32,96,844,140
2024-11-07 14:20:42,112,1487,249
2024-11-07 13:58:48,32,983,137
2024-11-07 09:23:05,120,716,60
2024-11-07 16:09:26,115,29,57
2024-11-07 09:54:30,83,545,200
2024-11-07 16:11:55,86,233,35
2024-11-07 12:57:09,54,1173,115
2024-11-07 14:50:44,37,1223,97
2024-11-07 11:44:10,79,1288,195
2024-11-07 12:46:00,115,1045,63
2024-11-07 08:35:27,90,450,243
2024-11-07 17:40:37,110,382,246
2024-11-07 14:31:08,53,1328,193
2024-11-07 12:26:55,103,1389,187
2024-11-07 10:49:32,50,401,7
2024-11-07 16:11:20,116,977,93
2024-11-07 09:13:49,93,1345,196
2024-11-07 16:26:24,79,182,94
2024-11-07 14:24:22,125,389,44
2024-11-07 18:11:06,76,563,227
2024-11-07 15:54:54,102,761,236
2024-11-07 11:30:32,106,341,85
2024-11-07 13:19:38,67,1174,265
2024-11-07 15:25:21,87,819,46
2024-11-07 13:29:57,48,523,204
2024-11-07 09:28:30,19,1192,259
2024-11-07 10:20:15,57,642,78
2024-11-07 12:30:46,113,1414,102
2024-11-07 16:13:05,56,1386,186
2024-11-07 10:17:42,27,172,240
2024-11-07 10:45:01,82,41,79
2024-11-07 12:43:18,35,461,65
2024-11-07 18:57:02,98,928,279
2024-11-07 16:54:25,80,1427,47
2024-11-07 15:21:19,82,832,166
2024-11-07 12:09:37,59,922,210
2024-11-07 18:18:26,17,354,191
2024-11-07 10:04:51,81,972,115
2024-11-07 12:38:14,89,631,264
2024-11-07 12:58:52,101,540,104
2024-11-07 09:24:32,64,478,279
2024-11-07 18:07:35,50,593,117
2024-11-07 18:33:32,94,907,256
2024-11-07 17:59:03,48,1249,251
2024-11-07 09:00:29,37,1333,249
2024-11-07 16:01:16,112,867,91
2024-11-07 09:36:43,115,328,151
2024-11-07 14:14:46,103,1425,159
2024-11-07 08:48:44,110,1100,271
2024-11-07 17:40:14,106,1157,40
2024-11-07 07:52:31,79,56,254
2024-11-07 09:06:18,109,110,166
2024-11-07 17:34:02,28,1256,175
2024-11-07 08:47:41,113,1434,95
2024-11-07 13:48:01,119,391,269
2024-11-07 12:57:45,87,768,96
2024-11-07 11:45:34,31,120,57
2024-11-07 17:19:58,57,1113,84
2024-11-07 16:27:13,118,1244,152
2024-11-07 09:04:48,25,589,34
2024-11-07 13:37:06,24,329,141
2024-11-07 18:28:21,117,842,75
2024-11-07 17:05:28,84,1154,209
2024-11-07 12:48:11,24,1480,149
